gender,location,gamegenre,ingamepurchases,gamedifficulty,sessionsperweek,avgsessiondurationminutes,playerlevel,achievementsunlocked,engagementlevel
1,Asia,Simulation,0,0,15,126,33,34,2
0,Asia,Simulation,0,0,5,138,38,11,1
0,Europe,Strategy,1,0,9,111,63,25,1
0,USA,RPG,0,0,6,33,41,16,0
1,Europe,Action,0,0,4,126,43,32,1
0,Europe,Sports,0,0,1,42,83,22,1
1,Other,Action,0,1,2,136,85,1,0
0,Europe,Strategy,1,2,19,141,16,27,2
0,USA,Action,0,1,12,179,60,27,0
0,Other,RPG,0,2,14,151,60,12,2
1,USA,Strategy,0,0,10,54,27,4,1
1,Asia,Simulation,0,0,19,22,19,18,1
0,Europe,RPG,0,0,15,37,86,8,1
1,Asia,RPG,0,0,2,113,29,24,0
0,USA,Strategy,1,0,0,101,65,35,0
0,Europe,Sports,1,1,18,100,43,27,2
0,USA,RPG,0,2,8,84,46,38,1
0,USA,RPG,0,0,2,117,33,4,0
0,USA,Sports,1,2,4,123,32,2,1
1,Europe,Action,0,0,1,39,65,5,0
0,Europe,Strategy,0,1,7,18,74,46,0
1,USA,Sports,0,1,8,85,26,43,1
0,Europe,Action,0,0,10,64,55,26,1
0,USA,Sports,0,0,13,93,35,3,1
0,Europe,RPG,1,0,14,47,64,42,1
1,Europe,Action,0,1,16,169,29,38,2
0,USA,Action,1,1,10,16,59,22,0
1,Asia,RPG,0,0,14,125,30,37,2
0,USA,Simulation,1,0,15,58,70,11,1
0,Europe,Simulation,1,2,11,174,34,10,2
1,Europe,Strategy,1,1,16,85,73,18,0
1,Other,Simulation,1,0,10,50,72,18,0
1,USA,Sports,0,0,12,122,3,42,2
1,Europe,RPG,1,2,15,140,35,18,2
1,Asia,Sports,0,0,1,98,73,24,0
0,Europe,Action,0,2,0,65,9,6,0
0,USA,Strategy,0,0,1,80,1,25,2
1,USA,Sports,1,0,10,108,59,24,1
1,Asia,Simulation,0,1,9,34,66,29,1
1,Asia,RPG,0,0,16,103,70,41,2
0,USA,Simulation,0,2,14,174,98,21,2
1,Asia,RPG,0,0,13,52,45,17,1
0,USA,Simulation,0,0,19,18,93,40,1
1,Europe,Simulation,0,2,0,133,4,28,0
1,USA,Strategy,0,0,7,64,34,41,1
0,USA,Sports,0,0,1,64,63,27,0
0,Other,RPG,1,0,15,86,62,20,1
1,Asia,Simulation,0,1,14,127,12,17,2
0,Asia,Simulation,0,0,2,40,49,14,0
1,Europe,Simulation,0,0,14,151,3,41,2
1,Europe,Action,0,0,9,139,30,34,1
0,Asia,Action,0,1,8,73,82,14,1
0,USA,Simulation,0,0,0,27,93,49,0
0,USA,Action,1,2,12,113,46,45,2
0,Asia,Sports,1,0,14,60,88,26,1
1,USA,Strategy,1,2,6,75,25,3,1
1,Europe,Sports,0,0,19,25,96,17,1
0,Other,Simulation,0,2,11,55,30,46,1
0,Other,Sports,1,2,19,133,99,1,2
0,USA,Sports,0,2,10,24,53,17,0
1,Other,Simulation,0,0,7,37,21,25,0
1,USA,Sports,0,0,10,171,16,36,2
0,USA,Simulation,1,2,8,89,98,27,1
1,Europe,RPG,0,1,2,118,19,2,0
1,Asia,Sports,0,2,13,117,22,28,2
1,USA,Strategy,0,1,16,21,58,15,1
0,USA,Action,0,1,15,163,31,46,2
1,Europe,Sports,0,1,18,73,9,3,1
1,USA,Action,0,2,17,50,8,43,1
0,USA,Strategy,1,2,13,169,2,26,2
1,Europe,Sports,1,1,15,155,73,22,2
1,Asia,Action,0,1,10,149,71,47,2
0,Europe,Sports,0,0,14,132,19,47,2
0,Europe,Sports,1,0,14,175,22,29,2
0,USA,Strategy,0,0,5,165,11,33,1
1,USA,Action,0,1,3,97,43,42,1
0,Europe,Action,0,2,7,93,97,46,1
0,USA,Action,0,0,12,102,69,42,1
0,USA,Simulation,0,2,13,115,14,11,2
0,Europe,Sports,0,0,15,19,84,1,0
1,Other,Sports,0,0,14,101,7,40,1
0,USA,RPG,0,0,12,71,54,35,1
1,USA,Strategy,1,1,7,74,4,2,1
1,USA,Strategy,0,0,13,170,72,13,2
1,Europe,Simulation,1,0,18,75,63,13,1
1,Europe,Action,0,0,19,61,80,13,1
0,USA,Sports,0,1,19,124,42,38,1
1,Europe,Action,1,1,6,37,49,22,0
0,Asia,Action,0,2,13,107,97,18,2
1,Europe,Simulation,0,0,18,46,39,5,1
1,Asia,Strategy,0,0,9,51,53,11,1
1,USA,Simulation,0,1,0,73,17,2,0
0,Europe,Action,0,2,18,149,97,28,2
0,Asia,Action,0,2,11,116,94,8,1
1,Europe,Simulation,0,0,9,70,18,27,1
0,USA,Sports,1,1,9,60,72,44,1
1,Asia,Simulation,0,2,17,20,26,48,1
1,USA,Strategy,0,1,4,89,52,22,2
1,Asia,RPG,0,0,5,44,83,19,0
0,USA,Strategy,0,1,15,37,48,25,1
0,Europe,Strategy,0,0,9,59,9,1,2
0,USA,RPG,0,2,7,172,48,47,1
1,Other,RPG,1,0,1,121,78,12,0
0,Asia,RPG,0,0,3,10,91,31,0
1,Europe,Strategy,0,0,5,168,31,22,2
0,Asia,Simulation,0,1,14,90,76,38,1
0,USA,Strategy,1,0,1,86,92,7,0
1,Europe,Simulation,0,0,19,159,47,6,2
0,Asia,Simulation,0,2,13,167,18,18,2
0,Europe,Simulation,0,0,19,85,91,44,2
0,Europe,Sports,0,1,11,46,28,46,1
0,Europe,Action,1,1,4,68,17,1,0
0,USA,Action,0,2,16,177,6,38,0
0,Europe,Sports,1,1,6,139,93,1,1
0,USA,Sports,0,2,8,144,14,13,1
1,Asia,Sports,0,0,9,22,56,35,0
0,Other,RPG,0,2,11,175,53,30,2
0,USA,Action,0,0,8,82,87,34,1
0,Asia,Strategy,0,2,18,23,34,16,1
1,Asia,Simulation,0,1,5,165,37,17,1
0,USA,Sports,0,2,17,64,89,26,1
1,Europe,Action,0,1,0,61,9,15,1
0,Asia,Sports,1,0,19,131,29,7,2
1,Europe,Strategy,0,0,17,37,34,29,1
0,Europe,Strategy,0,0,7,147,45,47,1
1,Other,Simulation,0,2,9,107,37,16,1
1,Asia,Simulation,0,1,18,36,85,37,1
0,Europe,RPG,0,2,17,138,22,17,2
0,Europe,Sports,0,0,5,59,53,3,0
0,USA,Simulation,0,0,15,92,26,4,1
0,Asia,RPG,0,2,4,20,34,26,0
1,USA,Simulation,0,0,14,89,83,17,1
0,USA,Action,0,0,15,16,44,37,0
1,USA,Simulation,0,2,15,47,64,41,1
0,USA,Action,0,0,15,63,88,10,1
0,Asia,RPG,0,2,2,114,46,4,0
0,Other,RPG,0,0,1,167,6,2,0
0,Asia,Simulation,1,1,0,168,75,40,0
0,USA,Action,0,0,10,119,57,18,1
1,Asia,RPG,1,0,6,139,75,21,1
1,Asia,Action,0,2,7,82,22,24,1
0,Asia,RPG,0,0,16,33,61,25,1
0,USA,Strategy,0,1,18,172,8,35,2
0,Europe,Sports,0,0,16,108,2,39,2
1,Europe,RPG,0,0,6,165,87,28,1
1,Europe,Sports,0,1,1,92,17,44,0
1,Europe,RPG,0,0,7,95,29,24,1
0,USA,Sports,0,1,9,39,65,30,1
0,Other,Strategy,0,1,9,177,12,29,2
0,Europe,Simulation,0,1,4,24,96,29,0
1,USA,Simulation,1,0,6,14,81,49,0
1,Asia,RPG,0,1,5,155,35,20,1
0,USA,Simulation,1,0,11,71,28,43,1
0,USA,RPG,0,0,6,14,3,14,0
0,USA,RPG,1,2,7,59,39,21,1
1,Europe,Simulation,0,1,13,46,55,22,2
0,Europe,Action,0,1,1,108,55,23,0
0,USA,Simulation,0,0,19,55,78,14,1
1,Asia,RPG,0,0,7,168,89,45,1
0,USA,Sports,0,0,5,25,6,3,0
1,Europe,RPG,0,1,6,75,24,44,1
0,Other,Sports,0,0,19,61,32,22,1
0,USA,Sports,0,2,8,101,38,11,1
0,Asia,Action,0,2,10,46,63,5,1
1,USA,Simulation,1,0,7,166,61,32,1
0,Europe,Simulation,0,1,2,120,76,30,1
0,Other,Strategy,0,0,6,10,32,7,0
0,Asia,Sports,1,0,1,69,73,2,0
0,USA,Sports,0,0,14,94,95,38,2
0,USA,Action,0,0,5,107,10,1,1
1,USA,Action,0,0,1,171,73,41,1
1,USA,Simulation,0,2,19,158,43,0,2
1,Other,Simulation,0,0,8,37,51,9,0
0,USA,Sports,1,2,14,93,23,14,1
0,Europe,Strategy,0,0,1,101,84,16,0
0,USA,Action,0,2,9,67,22,49,1
1,Europe,RPG,0,1,7,12,82,18,0
0,Asia,Action,0,0,19,174,18,8,2
0,USA,RPG,0,0,18,85,86,39,2
1,USA,RPG,0,2,9,23,5,0,0
0,Europe,Simulation,0,2,7,170,69,45,1
0,Europe,RPG,0,0,9,55,53,45,2
0,Europe,Strategy,0,0,11,17,33,48,0
0,USA,Simulation,0,1,18,139,33,4,2
0,USA,Simulation,0,2,10,65,37,18,1
0,USA,RPG,0,0,4,40,48,41,0
0,Asia,Sports,0,2,16,79,63,44,1
1,Europe,Strategy,1,0,11,111,39,7,1
1,Europe,Simulation,0,0,11,35,30,11,1
1,USA,RPG,1,0,5,67,76,2,1
0,Europe,Sports,0,0,16,112,34,10,2
0,Asia,Action,1,2,1,69,32,44,0
0,USA,Sports,0,0,19,37,31,5,1
1,USA,Action,0,2,0,33,16,49,0
0,Europe,Simulation,1,0,7,51,38,26,1
0,Asia,Sports,0,2,14,89,10,37,1
0,Europe,Strategy,0,1,11,153,79,14,2
0,Europe,RPG,1,0,11,130,5,35,2
0,Europe,RPG,0,0,10,61,93,45,1
1,Other,Action,0,0,0,26,99,25,0
1,Europe,RPG,1,1,13,110,26,19,2
0,Europe,Simulation,0,2,8,162,89,43,2
0,Europe,Simulation,0,1,19,153,18,0,2
0,Europe,Strategy,0,1,19,86,68,21,2
0,Europe,Action,0,2,18,172,99,2,2
0,Asia,Strategy,0,0,2,137,31,34,0
1,Asia,Action,1,1,12,48,73,27,1
1,USA,Sports,1,1,4,123,35,45,1
0,USA,Strategy,0,0,16,153,49,44,2
0,Europe,Strategy,0,2,5,121,25,25,1
1,Other,Sports,0,0,15,156,61,26,2
1,USA,Strategy,0,0,3,164,81,11,1
1,USA,Sports,0,0,6,105,94,40,1
0,Asia,Simulation,1,0,1,39,87,31,0
0,USA,Strategy,0,0,6,85,53,27,1
0,Europe,Sports,0,1,8,15,63,47,0
1,Other,Sports,1,0,10,155,98,4,2
0,Europe,Strategy,0,0,15,139,4,3,2
1,Europe,Strategy,0,0,14,116,43,5,2
0,Asia,RPG,0,1,8,42,17,29,1
0,Asia,Action,0,0,3,127,14,14,1
0,Asia,RPG,0,1,6,138,93,22,1
0,USA,Action,1,0,8,15,40,5,0
0,Europe,Action,0,0,4,126,15,16,2
1,USA,Sports,0,1,7,131,46,35,0
0,USA,RPG,0,1,9,165,95,31,2
1,USA,Strategy,0,1,10,123,74,33,1
1,USA,Strategy,0,0,1,121,98,48,1
1,Europe,RPG,0,2,10,162,22,27,2
0,Other,Simulation,0,1,2,34,43,11,0
0,USA,Action,0,1,7,23,29,11,0
0,Asia,Sports,1,1,15,168,56,6,2
0,Europe,Simulation,0,0,17,14,1,6,0
0,USA,Sports,0,0,2,87,53,13,0
1,USA,Simulation,0,0,17,54,67,29,1
1,USA,Sports,1,0,18,130,99,4,2
1,Asia,RPG,0,2,0,29,90,44,0
1,USA,Strategy,0,0,11,146,11,32,2
0,USA,Strategy,0,1,16,120,48,43,2
1,Europe,Sports,1,0,8,55,84,6,1
0,Europe,Action,0,1,5,99,97,1,1
1,Europe,Simulation,1,1,14,35,28,2,1
0,Asia,Sports,0,0,12,20,52,18,0
1,Europe,Simulation,1,2,14,34,15,28,1
0,Asia,Simulation,0,0,8,86,60,7,1
1,USA,Sports,0,0,10,31,58,39,1
0,USA,Action,0,1,3,48,90,40,1
0,Other,Action,1,0,17,110,34,30,2
0,USA,Strategy,0,0,9,87,92,29,1
1,USA,Action,0,1,14,32,68,26,2
0,Asia,Action,0,1,19,57,32,2,1
0,Europe,Action,0,0,5,29,93,7,0
0,Europe,Strategy,0,1,16,132,95,27,2
1,USA,RPG,1,0,7,107,67,18,1
0,Asia,Sports,0,0,14,127,49,48,2
0,USA,Sports,0,0,9,142,27,49,1
1,USA,RPG,1,1,8,48,57,6,1
1,USA,Sports,1,2,19,71,63,10,1
0,Asia,Action,0,0,15,66,86,4,1
0,Asia,Action,0,1,6,134,18,30,1
0,USA,Sports,0,0,6,96,83,41,1
1,USA,Sports,0,0,12,124,90,16,2
0,USA,Action,0,1,15,77,2,3,1
0,Europe,RPG,0,1,16,41,39,33,1
0,USA,RPG,0,0,8,99,18,22,1
1,Other,RPG,0,0,19,108,83,28,2
1,Asia,Sports,0,0,0,76,10,40,0
1,Europe,Simulation,0,0,0,90,4,22,0
1,Asia,Sports,0,2,0,103,94,3,0
1,USA,Sports,0,0,6,152,29,22,1
0,Asia,Strategy,0,1,6,131,37,47,1
1,USA,Strategy,0,1,16,150,23,10,2
0,Europe,Action,0,1,0,154,59,10,0
0,Asia,RPG,0,1,9,44,12,31,1
1,Other,Sports,0,0,4,93,37,36,1
0,Asia,RPG,0,1,12,114,71,2,1
0,Asia,Action,0,0,2,151,94,32,1
1,Asia,Strategy,0,1,11,32,57,46,1
0,Europe,Action,0,2,9,132,51,6,1
1,USA,Simulation,1,0,10,126,12,46,1
0,Europe,Simulation,0,1,10,129,50,7,1
0,USA,RPG,0,1,16,133,59,35,2
0,USA,RPG,0,0,11,14,71,41,0
0,Asia,Simulation,0,2,9,105,73,3,1
0,Europe,Simulation,0,1,8,51,42,25,1
0,USA,RPG,0,1,11,51,79,1,1
0,USA,Simulation,0,2,19,136,82,49,2
0,Europe,Action,0,0,16,19,64,37,2
0,Other,RPG,1,0,15,19,42,3,0
0,Asia,RPG,0,0,0,13,65,28,0
1,Europe,Simulation,0,1,3,134,11,8,1
0,USA,Simulation,1,0,12,100,98,31,1
1,USA,Strategy,0,1,12,24,72,0,0
0,Asia,Strategy,0,1,7,169,41,27,1
1,Asia,Action,0,1,8,176,17,44,2
0,USA,Sports,0,1,7,49,9,1,0
1,Europe,Simulation,0,1,0,176,28,30,0
0,Asia,Strategy,0,0,3,112,91,14,1
1,Asia,Sports,0,1,3,35,88,20,0
1,Europe,Action,0,0,9,34,9,18,0
0,Asia,Simulation,0,1,13,35,53,3,1
0,USA,RPG,0,0,15,172,14,37,2
0,Europe,Simulation,0,1,18,159,23,2,2
0,Europe,RPG,1,1,2,142,25,42,0
0,Other,Strategy,1,1,18,118,41,4,2
0,USA,Simulation,0,1,19,81,16,10,2
0,Asia,RPG,0,0,0,164,61,24,0
0,Other,Sports,1,0,19,53,4,16,1
1,Europe,Simulation,0,0,4,160,63,26,1
0,Asia,Simulation,0,0,11,18,87,7,0
0,Asia,RPG,1,0,2,26,55,41,0
0,USA,RPG,0,1,13,83,92,31,1
0,USA,Sports,0,1,16,93,33,22,2
0,Other,Sports,0,1,1,159,21,32,1
0,USA,RPG,0,0,7,31,41,30,2
0,Europe,Action,0,0,1,167,61,7,0
0,USA,Sports,0,2,10,166,34,15,2
1,Europe,Simulation,0,0,4,163,84,34,1
1,Other,Sports,0,0,10,19,1,18,2
1,USA,Sports,1,0,5,41,61,28,0
0,Asia,Strategy,1,1,16,144,40,27,2
0,USA,RPG,0,0,9,122,61,12,1
1,USA,Strategy,0,0,1,48,15,31,0
1,Asia,Simulation,0,0,11,100,82,43,1
0,USA,RPG,0,0,4,94,13,49,1
1,Europe,RPG,0,0,13,109,35,7,1
1,Other,Simulation,0,2,11,123,44,17,1
1,Asia,RPG,0,1,18,56,57,29,1
0,Asia,Action,0,0,8,20,32,20,0
0,USA,RPG,0,0,2,60,85,40,2
0,USA,Simulation,0,1,0,116,70,8,0
1,Asia,Action,0,1,19,52,19,16,1
1,Asia,Sports,1,1,18,84,12,24,2
1,USA,RPG,0,0,10,28,41,2,0
1,Europe,Strategy,0,0,2,42,53,47,0
0,Europe,Simulation,0,2,16,129,63,49,2
0,Europe,Simulation,1,0,8,36,18,5,0
0,Europe,RPG,0,0,0,24,95,0,0
1,USA,Action,1,2,16,166,22,3,2
0,Europe,RPG,1,2,10,133,96,29,2
1,Other,Strategy,0,1,6,105,1,29,1
0,USA,RPG,0,0,0,105,74,5,0
1,Europe,Sports,1,0,10,92,2,9,1
0,Europe,Strategy,0,1,11,41,79,21,1
1,Asia,RPG,0,2,14,71,69,25,1
1,Asia,Strategy,0,2,15,52,5,27,1
0,Other,Sports,0,0,11,71,40,12,1
0,Europe,Strategy,0,0,8,106,15,47,1
1,Other,RPG,0,0,19,96,29,37,2
0,USA,Simulation,0,0,0,153,10,35,0
0,Europe,Strategy,0,2,0,20,71,23,1
0,Europe,Action,0,1,15,24,8,36,1
1,Europe,Simulation,0,0,17,15,24,22,0
0,Other,Strategy,0,0,4,107,77,48,2
0,USA,Simulation,0,0,3,65,74,45,1
0,Europe,Sports,0,1,17,117,67,0,2
1,Asia,Simulation,0,1,2,68,49,19,0
0,Asia,Action,0,1,13,177,59,41,2
0,Asia,RPG,1,2,13,150,13,47,2
0,Europe,Strategy,0,1,15,62,27,43,1
0,USA,Simulation,0,1,12,55,74,30,1
0,Europe,Action,0,1,4,108,30,27,1
1,USA,Strategy,0,0,19,153,52,2,2
1,Europe,Strategy,0,0,8,67,97,4,1
0,Asia,Simulation,0,0,6,30,84,47,1
0,USA,Strategy,0,1,4,66,67,45,1
0,Europe,Sports,1,1,15,59,2,19,1
0,Europe,RPG,0,0,9,107,28,0,1
1,USA,Strategy,0,1,5,19,15,0,0
0,Other,Sports,0,0,1,58,61,23,0
0,Europe,Simulation,0,1,19,176,15,20,2
0,Asia,Simulation,0,0,10,14,66,38,1
0,USA,Strategy,0,1,16,73,96,49,2
0,Asia,Simulation,0,2,8,134,96,15,1
0,USA,Sports,0,0,3,18,26,22,0
1,USA,Sports,0,0,17,144,4,3,2
0,USA,Action,0,0,17,69,56,36,2
1,Asia,Sports,0,0,5,122,62,8,1
0,Other,Simulation,0,0,2,103,48,40,0
1,Asia,Action,0,2,0,146,94,38,0
0,Europe,Sports,0,0,2,73,75,8,2
0,Europe,Action,1,0,18,89,48,36,2
0,Europe,RPG,0,0,6,79,77,32,1
0,USA,Simulation,0,2,6,138,80,24,1
0,Europe,Strategy,1,0,18,86,94,3,2
0,Europe,RPG,0,0,8,24,22,28,0
0,Europe,Strategy,0,2,4,78,50,0,0
1,USA,Sports,0,2,18,52,38,43,1
0,USA,Sports,0,0,7,177,73,32,1
0,Europe,Simulation,0,0,10,65,16,17,1
0,USA,RPG,0,1,14,37,38,45,1
0,Europe,Strategy,1,0,5,24,81,31,0
1,USA,RPG,0,2,9,121,97,37,1
0,Asia,RPG,0,0,5,49,52,9,1
0,USA,Sports,1,1,16,47,19,21,1
0,Other,Simulation,0,1,15,169,11,46,2
1,Europe,Simulation,0,1,17,10,88,25,0
0,USA,RPG,0,2,7,39,55,25,1
1,USA,Simulation,0,1,15,14,42,42,0
1,USA,RPG,0,1,13,138,25,31,2
1,Europe,Sports,0,0,14,136,88,44,2
1,Asia,Strategy,0,0,3,17,2,15,0
1,Asia,Simulation,0,2,19,142,63,39,2
0,Europe,Strategy,1,2,11,142,88,48,2
0,Europe,Strategy,1,1,8,106,19,33,1
1,Europe,Sports,0,0,18,104,42,49,2
0,Other,Action,0,0,8,31,12,10,0
1,Other,Action,1,2,13,135,48,8,2
0,Asia,Simulation,0,1,7,106,68,30,1
0,USA,Sports,0,0,0,69,2,48,0
1,Other,RPG,0,2,11,96,89,48,1
0,Europe,Sports,0,0,2,44,16,15,0
1,Europe,Action,0,0,5,23,12,32,0
1,Europe,RPG,0,1,10,117,69,11,1
1,Europe,Action,0,2,19,125,94,35,2
0,Europe,Sports,1,1,14,120,95,9,2
1,Europe,RPG,1,1,13,113,47,39,2
0,Asia,Simulation,0,1,17,67,24,25,1
0,Europe,Sports,0,0,16,98,75,39,2
0,USA,Sports,1,0,8,66,74,5,1
0,USA,Action,0,0,3,170,23,34,1
0,USA,Action,0,0,6,130,91,17,1
0,Europe,Strategy,1,1,11,10,62,22,0
1,USA,Strategy,0,2,10,115,89,23,1
1,Europe,Sports,1,2,3,153,70,11,1
1,Other,Sports,1,0,2,86,80,21,0
0,Other,Strategy,0,0,10,15,87,2,0
0,USA,RPG,1,0,4,122,69,10,2
0,USA,Strategy,1,1,0,83,96,24,0
1,USA,RPG,1,0,13,105,18,18,1
1,USA,Simulation,1,0,0,88,78,19,0
1,Europe,Action,0,1,18,107,64,2,2
1,Europe,Strategy,0,1,17,95,30,45,2
0,USA,Simulation,0,2,6,169,31,31,1
0,USA,Action,1,0,16,70,36,30,1
0,USA,RPG,0,1,7,173,76,43,1
0,Asia,Sports,0,1,19,28,68,42,1
1,USA,RPG,0,0,7,46,95,2,0
1,Europe,Sports,1,2,12,54,54,28,1
0,Europe,Strategy,0,2,11,133,15,24,2
1,Europe,Strategy,1,0,9,164,42,17,2
0,Europe,Action,0,1,11,57,99,28,0
1,Europe,RPG,1,1,2,30,94,48,0
0,USA,Strategy,1,1,9,92,33,26,1
0,Europe,Action,0,1,13,91,13,7,1
1,Asia,RPG,1,0,12,105,63,19,1
0,Europe,Sports,0,0,8,94,60,21,1
0,Other,Action,0,0,18,63,40,29,1
1,Asia,Sports,0,1,17,46,45,3,1
0,Asia,Strategy,0,0,2,31,75,26,0
1,Asia,Simulation,0,2,5,47,98,37,1
1,Europe,Simulation,0,0,19,37,72,49,1
0,Asia,RPG,0,0,2,93,81,6,0
0,Europe,Simulation,0,1,11,100,48,35,1
0,USA,Sports,0,0,11,128,24,22,2
0,USA,Sports,0,1,2,175,20,13,0
0,Europe,RPG,0,0,14,153,34,15,2
0,Europe,RPG,0,2,6,111,52,36,1
1,USA,RPG,1,0,8,157,54,36,1
0,Europe,Strategy,0,1,6,70,24,32,1
0,USA,Sports,1,0,3,17,2,4,0
1,Asia,RPG,0,0,2,75,88,47,0
1,Europe,RPG,1,2,16,128,25,35,0
1,Asia,Strategy,1,0,6,51,41,32,1
1,Asia,Strategy,0,0,10,56,72,7,1
0,USA,RPG,0,0,10,69,13,17,1
1,Europe,Strategy,0,0,0,24,74,15,0
0,USA,RPG,0,2,9,156,6,47,1
1,USA,Strategy,0,1,10,82,37,25,1
0,USA,RPG,1,0,10,171,23,28,2
0,Other,Action,0,0,18,95,70,5,2
1,USA,Strategy,0,1,9,141,21,47,1
0,Europe,Action,0,0,9,59,27,23,1
0,USA,Sports,0,0,3,151,50,29,1
1,Asia,Strategy,0,0,5,165,11,18,1
0,Europe,RPG,0,2,8,33,95,32,1
0,USA,Simulation,0,0,8,175,42,25,2
0,Europe,Simulation,0,2,15,93,46,4,1
1,USA,Action,0,0,13,113,31,27,1
0,USA,Action,1,0,13,48,16,26,1
0,Asia,Strategy,1,0,9,138,3,10,1
0,USA,Sports,1,1,6,137,57,8,1
0,Europe,RPG,0,0,10,151,51,6,2
0,USA,Sports,1,0,11,16,46,39,0
1,Europe,Strategy,0,0,11,41,63,48,1
0,Europe,Action,0,0,17,133,58,15,2
0,Asia,RPG,1,1,0,99,86,13,0
0,Europe,Sports,0,0,14,122,53,26,2
1,Asia,Action,0,0,17,16,57,17,0
1,USA,Action,0,2,14,144,11,39,2
0,Asia,RPG,0,0,9,96,11,2,1
0,USA,Action,0,0,5,68,13,11,1
1,Asia,Sports,0,0,7,27,37,25,0
1,USA,Simulation,0,0,16,109,47,23,2
0,Asia,Simulation,0,1,8,110,2,48,1
1,Asia,Sports,0,0,16,16,16,8,0
1,USA,Action,0,2,8,120,67,42,1
0,Asia,Strategy,0,2,2,71,56,0,0
0,USA,Action,1,0,3,62,35,5,0
0,Europe,Action,0,1,9,159,57,31,2
1,Europe,RPG,1,0,5,73,19,2,1
1,Europe,Strategy,0,0,3,136,49,29,1
0,Asia,Action,0,1,14,81,21,25,1
0,Asia,Strategy,1,1,1,135,45,33,0
0,USA,Strategy,0,0,17,140,46,7,2
0,USA,Action,0,1,6,161,49,29,1
0,USA,RPG,1,1,15,61,8,45,1
0,Asia,Action,0,1,10,163,63,39,2
0,Europe,Simulation,0,0,3,50,25,23,0
0,USA,Strategy,0,0,3,39,27,34,0
1,Europe,RPG,0,0,5,109,8,7,1
1,Other,Simulation,0,1,7,28,84,31,1
1,Europe,Simulation,0,0,1,64,26,45,0
1,Asia,Strategy,0,0,16,150,25,11,2
0,USA,Simulation,0,1,11,147,78,42,2
0,Other,RPG,0,0,7,132,84,46,1
0,Europe,Simulation,1,0,11,125,20,17,1
0,Europe,Sports,1,1,2,102,1,5,1
1,USA,Action,0,2,15,179,27,22,2
0,Europe,Action,0,1,19,81,67,13,2
0,Europe,Action,0,0,4,155,36,6,1
0,USA,Action,0,0,11,38,89,45,1
0,USA,Simulation,0,1,11,79,97,17,2
0,Asia,Action,0,0,16,94,13,15,2
0,USA,Sports,0,0,13,105,74,7,2
0,Europe,Simulation,0,1,5,177,35,37,1
0,Asia,Simulation,0,1,1,103,25,13,1
0,Other,Simulation,0,0,17,69,88,48,1
1,Europe,RPG,0,1,1,163,97,10,0
0,USA,RPG,0,0,8,32,1,14,0
1,Asia,Strategy,1,0,0,27,22,33,0
0,Asia,Simulation,0,1,4,137,83,32,1
0,Europe,Action,0,0,0,128,29,39,0
0,USA,Sports,0,0,3,169,3,41,1
1,Europe,Sports,0,2,16,20,24,41,1
0,Other,Simulation,0,0,17,122,36,42,2
1,Asia,RPG,0,0,13,120,4,9,2
1,USA,RPG,0,0,7,57,82,47,1
0,USA,Simulation,1,0,8,103,23,46,1
0,Asia,Action,0,2,7,107,79,16,1
1,Europe,Action,1,0,15,20,62,29,1
0,Europe,RPG,0,2,2,156,17,39,1
0,Other,Simulation,0,0,9,36,14,48,1
1,Other,Strategy,0,0,16,58,46,49,1
1,Asia,Simulation,1,2,2,71,2,48,1
1,USA,Simulation,0,1,14,38,59,19,1
0,Asia,RPG,0,0,2,128,42,6,1
0,Asia,Strategy,0,0,2,109,67,44,1
0,USA,Strategy,0,1,7,160,1,27,1
0,Europe,Strategy,1,1,18,31,50,5,1
0,USA,Action,0,2,16,10,78,9,0
0,Asia,Simulation,1,0,4,63,54,48,1
0,USA,RPG,0,0,9,178,63,34,2
1,Europe,Sports,1,0,3,176,89,27,1
0,Europe,Action,0,1,5,53,18,39,0
0,Other,RPG,0,0,6,108,25,13,1
1,Europe,RPG,0,2,13,117,52,48,2
0,USA,Simulation,0,0,5,53,75,29,1
0,Asia,Strategy,0,0,1,76,27,0,0
0,Europe,Sports,0,0,5,142,12,19,1
1,Europe,RPG,0,0,3,89,57,40,1
0,Asia,Action,0,2,12,173,71,43,2
0,Asia,Action,0,2,7,129,76,43,2
1,Asia,Simulation,0,2,6,170,50,38,1
1,USA,Strategy,1,1,13,11,73,43,0
1,Other,RPG,0,0,1,120,90,48,1
0,USA,RPG,0,1,10,58,16,19,1
0,Europe,Strategy,0,0,7,45,90,11,1
1,Europe,Sports,0,1,6,144,97,9,1
0,USA,RPG,0,1,1,151,95,12,0
0,USA,Simulation,0,1,6,111,19,24,1
1,USA,Action,0,2,12,76,48,47,1
0,Asia,Strategy,0,0,8,117,55,43,1
0,Europe,Strategy,0,0,0,71,86,29,0
0,USA,Strategy,0,2,13,125,8,24,1
0,Asia,RPG,0,1,14,31,50,33,1
0,Europe,Sports,1,0,13,101,13,8,1
1,USA,Sports,0,2,4,53,20,12,0
0,Europe,Strategy,0,0,5,139,71,39,1
0,USA,Action,0,0,3,74,62,9,0
1,Europe,RPG,0,0,8,76,28,43,1
1,Other,RPG,0,0,17,93,72,21,2
0,Asia,Simulation,0,1,13,62,36,48,1
0,Europe,Strategy,1,1,18,58,91,34,1
1,Europe,Simulation,1,2,19,20,74,2,1
0,Asia,RPG,0,1,11,22,97,34,1
